id,model_code,name,description,base_price,is_active,category_id,subcategory_id,brand_id,supplier
1096,P774.41,Swiss Peak Heritage RCS rPU A4 portfolio with zipper,"The Swiss Peak Heritage collection speaks the language of modern elegance. Presented in iconic Italian recycled PU cover with zipper . The inside provides a tablet/phone stand, gadget holders, business cards slots, sleeves for your notes and papers plus a pen loop. With lined 20 sheets A4 stone paper notepad. the portfolio is made with RCS (Recycled Claim Standard) certified recycled materials. RCS certification ensures a completely certified supply chain of the recycled materials. Made with 100% recycled RCS certified recycled PU. Total recycled content: 9% based on total item weight. PVC free.",37.42,true,1,82,10,1
1097,P774.42,Swiss Peak Heritage RCS rPU A5 stone paper portfolio,"The Swiss Peak Heritage collection speaks the language of modern elegance. Presented in iconic Italian recycled PU cover with zipper. The inside provides 2 business card slots, a sleeve for your notes and papers plus a pen loop. With lined 64 sheets/128 pages A5 stone paper notebook. Made with RCS (Recycled Claim Standard) certified recycled materials. RCS certification ensures a completely certified supply chain of the recycled materials. Made with 100% recycled RCS certified recycled PU. Total recycled content: 14% based on total item weight. PVC free.",21,true,1,82,10,1
1098,P774.43,A5 hardcover notebook,"This FSC® hardcover notebook features a FSC-certified paper cover with ribbon page marker. 80 sheets/160 pages of cream, FSC®-certified lined paper.",5.12,true,1,83,1,1
1099,P774.44,A5 standard softcover notebook,"This FSC® softcover notebook features an FSC-certified paper cover. 46 sheets/92 pages of cream, FSC®-certified lined paper.",2.1,true,1,83,1,1
1100,P774.45,GRS certified RPET A5 notebook,This beautiful notebook is perfect for those who want to put their thoughts on paper. The cover and inner pages are made from 100% GRS certified materials. GRS certification ensures a completely certified supply chain of the recycled materials. Total recycled content: 68% based on total item weight. The notebook features 80 sheets/160 lined pages of 70 g/m2.,6.46,true,1,83,1,1
1101,P774.46,Bamboo notebook and infinity pencil set,"This beautiful FSC® certified bamboo notebook is made out of sustainable bamboo with 80 sheets/160 pages of 70 gsm recycled paper. The set includes an infinity pencil that will outlast around 100 pencils! It has a writing length of up to around 20.000 metres using a graphite tip to produce a graphite line. Not only does it write like a pencil, but the markings can be erased. With FSC® certified bamboo in a FSC® kraft gift box.",11.56,true,1,83,1,1
1102,P774.47,GRS certified recycled felt A5 softcover notebook,This beautiful recycled felt notebook is perfect for all your notes. The cover and inner pages are made from 100% GRS certified materials. GRS certification ensures a completely certified supply chain of the recycled materials. Total recycled content: 99% based on total item weight. The notebook features 80 sheets/160 lined pages of 70 g/m2.,5.16,true,1,83,1,1
1103,P774.48,Salton A5 GRS certified recycled paper notebook,"Looking for a notebook that's both stylish and low impact? This beautiful notebook is just what you need! The pages inside are made 100%  recycled 80 gs/m lined white paper that is perfect for writing, drawing and sketching. 96 sheets/192 pages.",3.72,true,1,83,1,1
1104,P774.50,Swiss Peak Script AWARE™ A4 portfolio,"Crafted from 100% AWARE 300D recycled polyester and RCS certified recycled PU, this portfolio blends style and low impact. It features business card slots, pen loop, and a spacious A4 pocket. Stay organized with the refillable A4 lined notepad (20 pages 70 gsm) made from FSC® mix cream paper. Experience sophistication with a conscience.  Made with 100% recycled polyester embedded with the AWARE™ tracer. Packed in an FSC® gift box.",23.18,true,1,82,10,1
1105,P774.52,Phrase GRS certified recycled felt A5 notebook,This beautiful Phrase recycled felt notebook is perfect for all your notes. The cover and inner pages are made from 100% GRS certified materials. GRS certification ensures a completely certified supply chain of the recycled materials. Total recycled content: 99% based on total item weight. The notebook features 96 sheets/192 lined white pages of 80 g/m2.,3.88,true,1,83,1,1
1106,P774.53,Scribe bamboo A5 Notebook,"The Scribe bamboo notebook is perfect for all your writing needs. With a durable softcover in stylish bamboo and high-quality paper, it's built to last and protect your notes. Featuring 80 grams lined cream coloured FSC® certified paper. With 80 sheets (160 pages) of paper, you'll have plenty of space to write.Variations may occur in colour, texture and curling of the bamboo cover notebook. This is caused by the natural characteristics of the bamboo material.",4.28,true,1,83,1,1
1107,P774.54,Words GRS certified RPET & Kraft A5 notebook,This beautiful notebook is perfect for those who want to put their thoughts on paper. The cover and inner pages are made from 100% GRS certified materials. GRS certification ensures a completely certified supply chain of the recycled materials. Total recycled content: 99% based on total item weight. The notebook features 80 sheets/160 lined white pages of 80 g/m2.,4.1,true,1,83,1,1
1108,P774.55,Stylo Sugarcane paper A5 Notebook,A beautiful notebook with a natural sugarcane notebook cover. Perfect for those who want to put their thoughts on paper. The pages are made from sugarcane paper as well. The notebook features 80 sheets/160 lined cream colored lined pages of 80 g/m2.,3.28,true,1,83,1,1
1109,P774.57,Treeline A5 wooden cover deluxe notebook,"The Treeline A5 notebook is a sophisticated choice for jotting down all your notes. The notebook features a metal binding, and elastic band and has a luxury FSC® wooden cover. Inside you will find 80 sheets (160 pages) with 80gsm lined white paper. Packaged in FSC® mix kraft sleeve. This notebook is a stylish choice for all your writing needs.",6.38,true,1,83,1,1
1110,P774.58,Stoneleaf A5 cork and stonepaper notebook,"This Stoneleaf A5 notebook is crafted from FSC®cork, while the pages are made from stone paper, offering both natural charm and low impact functionality. The notebook features a black binder, a ribbon marker, and a hardcover for added durability. Inside, there are 80 sheets (160 pages) of high-quality white stone paper with a lined format and 120gsm weight. Packaged in FSC® mix kraft sleeve.",6.46,true,1,83,1,1
1111,P774.59,Craftstone A5 recycled kraft and stonepaper notebook,"Crafted with precision and care, this notebook shows our commitment to low impact sourcing. Featuring an FSC® kraft cover and the stone paper pages ensure a smooth and durable writing surface. The inclusion of an elastic binder and ribbon adds practicality, keeping your notes secure and organized. The 160 pages of high-quality, lined 120 gsm paper offer ample space for your thoughts, ideas, and inspirations. Packaged in an FSC® mix kraft sleeve box.",6.46,true,1,83,1,1
1112,P774.60,Sam A5 RCS certified bonded leather classic notebook,"Jot down your thoughts and creative inspirations in this elegant A5 RCS certified recycled bonded leather hardcover notebook. Its stylish design boasts a beautiful finish, making it a sophisticated choice for your writing needs. The notebook is equipped with 80 sheets/160 pages of high-quality 70 gm/s white colored lined RCS certified recycled paper. It also features a vertical elastic band and a convenient pen loop, adding to its practicality and charm. Total recycled content: 75% based on total item weight.",3.4,true,1,83,1,1
1113,P774.62,Elowen A5 tree free notebook,"The Elowen A5 Tree-Free notebook is perfect for capturing your thoughts and inspirations. Its cover is made from sugarcane paper, while the inner pages are a blend of stone, bamboo, and sugarcane paper. With 24 sheets/48 pages per paper type, each featuring lined layouts, it offers ample space for your ideas. The notebook features both white and brown pages and comes in a softcover design, packaged in an FSC® kraft sleeve. Variations may occur in colour, texture and curling of the sugarcane cover notebook. This is caused by the natural characteristics of the material.",6.2,true,1,83,1,1
1114,P774.63,Stuart RCS certified RPU magnetic A5 portfolio,"A5 portfolio, recycled polyester PU with magnetic closure and magnetic phone holder that is compatible with magsafe iPhones 12 or higher, inside A5 notebook with lines, innerp ages are FSC® certified and 64 sheets/128 pages; cream paper colour with lines; paper weight 80gsm, documents pocket and 2 business card slots. Notebook is refillable.",19.28,true,1,82,5,1
1115,P774.64,Teri AWARE™ RPET and walnut A5 portfolio,"The Teri AWARE™ RPET and Walnut A5 Portfolio is the perfect blend of professional style and functionality. Crafted from rPET with AWARE tracer, this portfolio features a walnut wood emblem for added elegance. It has a magnetic closure, ensuring secure storage for your essentials. Inside, you’ll find two business card slots and an A5 document sleeve pocket. The A5 notebook, made with FSC® mix paper, offers 64 sheets (128 pages) of cream-colored, lined paper. The portfolio is packaged in an FSC® mix Fefco 427 gift box, making it an ideal choice for both personal use and gifting. Made with recycled polyester embedded with the AWARE™ tracer. 2% of proceeds of each product sold with AWARE™ will be donated to Water.org. PVC free.",19.34,true,1,82,5,1
1116,P774.65,Teri AWARE™ RPET and walnut A4 portfolio,"The Teri AWARE™ RPET and Walnut A4 Portfolio combines sophisticated design with practicality. Crafted from rPET with AWARE tracer, this portfolio features an elegant walnut wood emblem that adds a refined touch. The magnetic closure ensures your documents and essentials are securely stored. Inside, it offers four business card slots and an A4 document sleeve pocket for easy organization. The included A4 notepad, made with FSC® mix paper, provides 30 pages of cream-colored lined paper (70gsm), perfect for professional use. The portfolio is packaged in an FSC® mix gift box, making it a great option for both personal use and gifting. Made with recycled polyester embedded with the AWARE™ tracer. 2% of proceeds of each product sold with AWARE™ will be donated to Water.org. PVC free.",23.18,true,1,82,5,1
